Rk,team,year,Date,Time,LTime,away,Opp,week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1277,NYG,2019,2019-11-24,1:00,12:00,@,CHI,12,11,Sun,L 14-19,,26,65,2.50,1
1278,TEN,2017,2017-11-16,8:25,8:25,@,PIT,11,10,Thu,L 17-40,,21,65,3.10,0
1279,OAK,2017,2017-12-03,4:25,1:25,,NYG,13,12,Sun,W 24-17,,24,65,2.71,1
1280,LAC,2017,2017-12-10,4:05,1:05,,WAS,14,13,Sun,W 30-13,,21,65,3.10,0
1281,LAC,2018,2018-12-02,8:20,1:00,@,PIT,13,12,Sun,W 33-30,,17,65,3.82,2
1282,WAS,2019,2019-12-01,1:00,1:00,@,CAR,13,12,Sun,W 29-21,,20,65,3.25,1
1283,BUF,2018,2018-11-04,1:00,1:00,,CHI,9,9,Sun,L 9-41,,25,64,2.56,2
1284,CHI,2017,2017-09-10,1:00,12:00,,ATL,1,1,Sun,L 17-23,,23,64,2.78,1
1285,CIN,2017,2017-09-24,4:25,3:25,@,GB,3,3,Sun,L 24-27,OT,17,64,3.76,0
1286,DEN,2017,2017-09-11,10:20,8:20,,LAC,1,1,Mon,W 24-21,,22,64,2.91,0
1287,DEN,2018,2018-09-09,4:25,2:25,,SEA,1,1,Sun,W 27-24,,16,64,4.00,0
1288,GB,2017,2017-11-06,8:30,7:30,,DET,9,8,Mon,L 17-30,,33,64,1.94,1
1289,MIN,2017,2017-10-22,1:00,3:00,,BAL,7,7,Sun,W 24-16,,20,64,3.20,0
1290,MIN,2019,2019-10-06,1:00,1:00,@,NYG,5,5,Sun,W 28-10,,20,64,3.20,0
1291,NYJ,2018,2018-11-04,1:00,1:00,@,MIA,9,9,Sun,L 6-13,,27,64,2.37,0
1292,PHI,2017,2017-09-10,1:00,1:00,@,WAS,1,1,Sun,W 30-17,,17,64,3.76,0
1293,CHI,2018,2018-12-30,4:25,3:00,@,MIN,17,16,Sun,W 24-10,,15,63,4.20,0
1294,IND,2017,2017-09-10,4:05,1:05,@,LA,1,1,Sun,L 9-46,,33,63,1.91,2
1295,ARI,2017,2017-11-05,4:05,1:05,@,SF,9,8,Sun,W 20-10,,17,63,3.71,1
1296,DAL,2018,2018-12-23,1:00,12:00,,TB,16,15,Sun,W 27-20,,24,63,2.63,1
1297,NE,2019,2019-12-29,1:00,1:00,,MIA,17,16,Sun,L 24-27,,22,63,2.86,1
1298,NYJ,2017,2017-11-02,8:25,8:25,,BUF,9,9,Thu,W 34-21,,22,63,2.86,1
1299,PIT,2018,2018-09-24,8:15,8:15,@,TB,3,3,Mon,W 30-27,,16,63,3.94,0
1300,CIN,2019,2019-12-01,1:00,1:00,,NYJ,13,12,Sun,W 22-6,,17,62,3.65,0
1301,CLE,2018,2018-09-16,1:00,12:00,@,NO,2,2,Sun,L 18-21,,23,62,2.70,0
1302,DET,2017,2017-09-18,8:30,8:30,@,NYG,2,2,Mon,W 24-10,,18,62,3.44,0
1303,HOU,2019,2019-10-20,1:00,1:00,@,IND,7,7,Sun,L 23-30,,26,62,2.38,0
1304,JAC,2018,2018-12-23,1:00,1:00,@,MIA,16,15,Sun,W 17-7,,18,62,3.44,0
1305,MIN,2019,2019-12-15,4:05,1:05,@,LAC,15,14,Sun,W 39-10,,19,62,3.26,0
1306,PHI,2018,2018-12-23,1:00,1:00,,HOU,16,15,Sun,W 32-30,,19,62,3.26,2
1307,PHI,2019,2019-11-03,1:00,1:00,,CHI,9,9,Sun,W 22-14,,18,62,3.44,2
1308,PIT,2018,2018-10-07,1:00,1:00,,ATL,5,5,Sun,W 41-17,,19,62,3.26,1
1309,PIT,2018,2018-10-14,1:00,1:00,@,CIN,6,6,Sun,W 28-21,,13,62,4.77,1
1310,LA,2017,2017-10-08,4:05,1:05,,SEA,5,5,Sun,L 10-16,,25,62,2.48,0
1311,LAC,2018,2018-11-25,4:05,1:05,,ARI,12,11,Sun,W 45-10,,24,62,2.58,0
1312,SF,2017,2017-12-03,1:00,12:00,@,CHI,13,12,Sun,W 15-14,,19,62,3.26,0
1313,ATL,2018,2018-10-22,8:15,8:15,,NYG,7,7,Mon,W 23-20,,20,61,3.05,1
1314,DET,2018,2018-12-09,4:25,2:25,@,ARI,14,13,Sun,W 17-3,,21,61,2.90,0
1315,NYG,2017,2017-12-31,1:00,1:00,,WAS,17,16,Sun,W 18-10,,16,61,3.81,1
1316,PIT,2018,2018-11-04,1:00,1:00,@,BAL,9,8,Sun,W 23-16,,16,61,3.81,1
1317,ATL,2018,2018-12-16,1:00,1:00,,ARI,15,14,Sun,W 40-14,,22,60,2.73,1
1318,BUF,2018,2018-12-02,1:00,1:00,@,MIA,13,12,Sun,L 17-21,,23,60,2.61,0
1319,CAR,2017,2017-12-31,4:25,1:00,@,ATL,17,16,Sun,L 10-22,,26,60,2.31,0
1320,CHI,2018,2018-09-30,1:00,12:00,,TB,4,4,Sun,W 48-10,,18,60,3.33,0
1321,MIN,2017,2017-09-11,7:10,9:10,,NO,1,1,Mon,W 29-19,,21,60,2.86,0
1322,MIN,2018,2018-10-14,1:00,3:00,,ARI,6,6,Sun,W 27-17,,20,60,3.00,1
1323,TEN,2018,2018-12-06,8:20,7:20,,JAC,14,13,Thu,W 30-9,,20,60,3.00,0
1324,PIT,2019,2019-10-28,8:15,8:15,,MIA,8,7,Mon,W 27-14,,19,60,3.16,0
1325,OAK,2019,2019-10-20,1:00,12:00,@,GB,7,6,Sun,L 24-42,,23,60,2.61,1
1326,LA,2018,2018-10-14,4:05,2:05,@,DEN,6,6,Sun,W 23-20,,17,60,3.53,0
1327,LAC,2018,2018-12-13,8:20,7:20,@,KC,15,14,Thu,W 29-28,,17,60,3.53,2
1328,ATL,2017,2017-09-17,8:30,8:30,,GB,2,2,Sun,W 34-23,,15,59,3.93,1
1329,DEN,2017,2017-12-10,4:05,2:05,,NYJ,14,13,Sun,W 23-0,,23,59,2.57,0
1330,HOU,2017,2017-09-24,1:00,1:00,@,NE,3,3,Sun,L 33-36,,20,59,2.95,0
1331,KC,2017,2017-12-24,1:00,12:00,,MIA,16,15,Sun,W 29-13,,16,59,3.69,0
1332,MIA,2019,2019-12-22,1:00,1:00,,CIN,16,15,Sun,W 38-35,OT,25,59,2.36,0
1333,NYG,2018,2018-09-23,1:00,12:00,@,HOU,3,3,Sun,W 27-22,,19,59,3.11,0
1334,NYG,2019,2019-10-27,1:00,1:00,@,DET,8,8,Sun,L 26-31,,25,59,2.36,0
1335,BAL,2017,2017-12-10,8:30,8:30,@,PIT,14,13,Sun,L 38-39,,16,59,3.69,2
1336,TB,2019,2019-10-13,9:30,2:30,,CAR,6,6,Sun,L 26-37,,29,59,2.03,2
1337,CAR,2018,2018-10-21,1:00,1:00,@,PHI,7,6,Sun,W 21-17,,24,58,2.42,0
1338,CLE,2019,2019-11-14,8:20,8:20,,PIT,11,10,Thu,W 21-7,,16,58,3.63,0
1339,IND,2017,2017-10-29,1:00,1:00,@,CIN,8,8,Sun,L 23-24,,21,58,2.76,0
1340,GB,2017,2017-11-19,1:00,12:00,,BAL,11,10,Sun,L 0-23,,26,58,2.23,1
1341,GB,2018,2018-09-30,1:00,12:00,,BUF,4,4,Sun,W 22-0,,16,58,3.63,0
1342,NO,2017,2017-10-01,9:30,2:30,@,MIA,4,4,Sun,W 20-0,,15,58,3.87,0
1343,NO,2018,2018-11-18,4:25,12:00,,PHI,11,10,Sun,W 48-7,,12,58,4.83,1
1344,TEN,2019,2019-09-29,1:00,1:00,@,ATL,4,4,Sun,W 24-10,,17,58,3.41,1
1345,PHI,2017,2017-10-01,4:05,1:05,@,LAC,4,4,Sun,W 26-24,,13,58,4.46,1
1346,PHI,2019,2019-12-01,1:00,1:00,@,MIA,13,12,Sun,L 31-37,,20,58,2.90,1
1347,WAS,2017,2017-09-10,1:00,1:00,,PHI,1,1,Sun,L 17-30,,24,58,2.42,0
1348,CHI,2018,2018-10-28,1:00,12:00,,NYJ,8,7,Sun,W 24-10,,24,57,2.38,0
1349,GB,2019,2019-12-23,8:15,10:15,@,MIN,16,15,Mon,W 23-10,,16,57,3.56,0
1350,HOU,2018,2018-12-23,1:00,1:00,@,PHI,16,15,Sun,L 30-32,,22,57,2.59,0
1351,HOU,2019,2019-10-06,1:00,12:00,,ATL,5,5,Sun,W 53-32,,20,57,2.85,1
1352,PHI,2019,2019-09-15,8:20,8:20,@,ATL,2,2,Sun,L 20-24,,17,57,3.35,0
1353,PIT,2017,2017-09-10,1:00,1:00,@,CLE,1,1,Sun,W 21-18,,25,57,2.28,1
1354,PIT,2018,2018-12-23,4:25,3:25,@,NO,16,15,Sun,L 28-31,,19,57,3.00,3
1355,LA,2019,2019-09-15,4:25,1:25,,NO,2,2,Sun,W 27-9,,20,57,2.85,0
1356,BAL,2019,2019-12-22,1:00,1:00,@,CLE,16,15,Sun,W 31-15,,19,57,3.00,0
1357,TB,2019,2019-11-24,1:00,1:00,@,ATL,12,11,Sun,W 35-22,,19,57,3.00,1
1358,DAL,2017,2017-11-30,8:25,7:25,,WAS,13,12,Thu,W 38-14,,19,56,2.95,0
1359,DAL,2019,2019-10-13,4:25,4:25,@,NYJ,6,6,Sun,L 22-24,,20,56,2.80,1
1360,DET,2018,2018-11-18,1:00,1:00,,CAR,11,10,Sun,W 20-19,,16,56,3.50,0
1361,GB,2019,2019-10-14,8:15,7:15,,DET,6,6,Mon,W 23-22,,20,56,2.80,1
1362,NE,2018,2018-09-30,1:00,1:00,,MIA,4,4,Sun,W 38-7,,18,56,3.11,0
1363,OAK,2017,2017-11-26,4:25,1:25,,DEN,12,11,Sun,W 21-14,,17,56,3.29,0
1364,SF,2018,2018-10-07,4:25,1:25,,ARI,5,5,Sun,L 18-28,,23,56,2.43,2
1365,TB,2017,2017-11-12,1:00,1:00,,NYJ,10,9,Sun,W 15-10,,19,56,2.95,0
1366,BUF,2017,2017-11-26,1:00,12:00,@,KC,12,11,Sun,W 16-10,,19,55,2.89,0
1367,GB,2017,2017-11-12,1:00,12:00,@,CHI,10,9,Sun,W 23-16,,17,55,3.24,0
1368,NYG,2019,2019-09-29,1:00,1:00,,WAS,4,4,Sun,W 24-3,,17,55,3.24,0
1369,PIT,2018,2018-12-09,4:25,1:25,@,OAK,14,13,Sun,L 21-24,,25,55,2.20,1
1370,BAL,2018,2018-10-14,4:25,3:25,@,TEN,6,6,Sun,W 21-0,,14,55,3.93,0
1371,BUF,2017,2017-10-29,1:00,1:00,,OAK,8,7,Sun,W 34-14,,14,54,3.86,1
1372,CAR,2019,2019-11-17,1:00,1:00,,ATL,11,10,Sun,L 3-29,,26,54,2.08,1
1373,DET,2018,2018-11-11,1:00,12:00,@,CHI,10,9,Sun,L 22-34,,22,54,2.45,2
1374,NYJ,2019,2019-11-17,1:00,1:00,@,WAS,11,10,Sun,W 34-17,,20,54,2.70,0
1375,PHI,2019,2019-12-22,4:25,4:25,,DAL,16,15,Sun,W 17-9,,16,54,3.38,0
1376,LA,2018,2018-09-16,4:05,1:05,,ARI,2,2,Sun,W 34-0,,15,54,3.60,0
1377,LA,2018,2018-09-27,8:20,5:20,,MIN,4,4,Thu,W 38-31,,17,54,3.18,0
1378,CAR,2017,2017-11-05,1:00,1:00,,ATL,9,9,Sun,W 20-17,,18,53,2.94,0
1379,CHI,2018,2018-09-23,4:25,2:25,@,ARI,3,3,Sun,W 16-14,,18,53,2.94,0
1380,HOU,2019,2019-10-13,1:00,12:00,@,KC,6,6,Sun,W 31-24,,11,53,4.82,0
1381,MIA,2017,2017-11-19,1:00,1:00,,TB,11,10,Sun,L 20-30,,24,53,2.21,0
1382,MIN,2017,2017-11-23,12:30,12:30,@,DET,12,11,Thu,W 30-23,,15,53,3.53,0
1383,NYJ,2017,2017-10-22,1:00,1:00,@,MIA,7,7,Sun,L 28-31,,25,53,2.12,0
1384,TEN,2017,2017-11-12,1:00,12:00,,CIN,10,9,Sun,W 24-20,,14,53,3.79,1
1385,TEN,2017,2017-12-03,1:00,12:00,,HOU,13,12,Sun,W 24-13,,22,53,2.41,0
1386,TB,2017,2017-12-10,1:00,1:00,,DET,14,13,Sun,L 21-24,,18,53,2.94,2
1387,ATL,2019,2019-11-10,1:00,12:00,@,NO,10,9,Sun,W 26-9,,11,52,4.73,0
1388,CHI,2018,2018-12-09,8:20,12:00,,LA,14,13,Sun,W 15-6,,13,52,4.00,0
1389,KC,2019,2019-12-15,1:00,12:00,,DEN,15,14,Sun,W 23-3,,15,52,3.47,0
1390,NE,2019,2019-10-10,8:20,8:20,,NYG,6,6,Thu,W 35-14,,16,52,3.25,0
1391,NE,2019,2019-12-01,8:20,7:20,@,HOU,13,12,Sun,L 22-28,,23,52,2.26,0
1392,PIT,2017,2017-11-16,8:25,8:25,,TEN,11,10,Thu,W 40-17,,21,52,2.48,1
1393,BUF,2019,2019-12-15,8:20,8:20,@,PIT,15,14,Sun,W 17-10,,14,51,3.64,0
1394,CAR,2017,2017-09-10,4:25,1:25,@,SF,1,1,Sun,W 23-3,,15,51,3.40,0
1395,GB,2017,2017-12-31,1:00,1:00,@,DET,17,16,Sun,L 11-35,,23,51,2.22,1
1396,NYG,2018,2018-12-30,1:00,1:00,,DAL,17,16,Sun,L 35-36,,22,51,2.32,1
1397,TEN,2017,2017-12-17,4:25,1:25,@,SF,15,14,Sun,L 23-25,,22,51,2.32,0
1398,BAL,2018,2018-12-22,8:20,5:20,@,LAC,16,15,Sat,W 22-10,,16,51,3.19,1
1399,SEA,2017,2017-11-05,4:05,1:05,,WAS,9,8,Sun,L 14-17,,23,51,2.22,2
1400,SF,2017,2017-10-01,4:05,2:05,@,ARI,4,4,Sun,L 15-18,OT,22,51,2.32,0
1401,ATL,2017,2017-12-07,8:25,8:25,,NO,14,13,Thu,W 20-17,,15,50,3.33,0
1402,CAR,2017,2017-10-08,1:00,1:00,@,DET,5,5,Sun,W 27-24,,15,50,3.33,1
1403,CAR,2018,2018-10-07,1:00,1:00,,NYG,5,4,Sun,W 33-31,,16,50,3.13,0
1404,HOU,2018,2018-12-09,1:00,12:00,,IND,14,13,Sun,L 21-24,,23,50,2.17,1
1405,JAC,2017,2017-11-19,1:00,1:00,@,CLE,11,10,Sun,W 19-7,,18,50,2.78,0
1406,MIN,2019,2019-11-10,8:20,7:20,@,DAL,10,10,Sun,W 28-24,,22,50,2.27,0
1407,NYJ,2019,2019-11-03,1:00,1:00,@,MIA,9,8,Sun,L 18-26,,24,50,2.08,0
1408,BAL,2018,2018-12-30,4:25,1:00,,CLE,17,16,Sun,W 26-24,,14,50,3.57,0
1409,ATL,2019,2019-09-15,8:20,8:20,,PHI,2,2,Sun,W 24-20,,21,49,2.33,1
1410,DAL,2017,2017-09-25,8:30,6:30,@,ARI,3,3,Mon,W 28-17,,21,49,2.33,0
1411,DAL,2017,2017-10-29,4:25,4:25,@,WAS,8,7,Sun,W 33-19,,15,49,3.27,1
1412,DEN,2017,2017-11-19,4:25,2:25,,CIN,11,10,Sun,L 17-20,,26,49,1.88,0
1413,DEN,2018,2018-10-28,1:00,12:00,@,KC,8,8,Sun,L 23-30,,18,49,2.72,0
1414,DET,2019,2019-12-15,1:00,1:00,,TB,15,14,Sun,L 17-38,,29,49,1.69,0
1415,NYG,2018,2018-12-23,1:00,1:00,@,IND,16,15,Sun,L 27-28,,16,49,3.06,2
1416,PHI,2017,2017-09-24,1:00,1:00,,NYG,3,3,Sun,W 27-24,,17,49,2.88,0
1417,TB,2019,2019-12-01,1:00,1:00,@,JAC,13,12,Sun,W 28-11,,17,49,2.88,0
1418,HOU,2017,2017-11-19,1:00,12:00,,ARI,11,10,Sun,W 31-21,,18,48,2.67,0
1419,NO,2018,2018-09-23,1:00,1:00,@,ATL,3,3,Sun,W 43-37,OT,22,48,2.18,0
1420,BAL,2018,2018-11-18,1:00,1:00,,CIN,11,10,Sun,W 24-21,,16,48,3.00,1
1421,SEA,2018,2018-11-15,8:20,5:20,,GB,11,10,Thu,W 27-24,,13,48,3.69,1
1422,CHI,2018,2018-12-23,4:05,1:05,@,SF,16,15,Sun,W 14-9,,15,47,3.13,0
1423,CHI,2019,2019-09-05,8:20,7:20,,GB,1,1,Thu,L 3-10,,22,47,2.14,0
1424,DAL,2019,2019-09-15,1:00,1:00,@,WAS,2,2,Sun,W 31-21,,17,47,2.76,1
1425,GB,2018,2018-12-23,1:00,1:00,@,NYJ,16,15,Sun,W 44-38,OT,20,47,2.35,1
1426,NYJ,2018,2018-12-15,4:30,4:30,,HOU,15,14,Sat,L 22-29,,17,47,2.76,0
1427,TEN,2018,2018-10-21,9:30,2:30,@,LAC,7,7,Sun,L 19-20,,16,47,2.94,0
1428,TEN,2018,2018-12-16,1:00,1:00,@,NYG,15,14,Sun,W 17-0,,16,47,2.94,0
1429,DET,2018,2018-12-30,1:00,12:00,@,GB,17,16,Sun,W 31-0,,13,46,3.54,0
1430,GB,2019,2019-09-05,8:20,7:20,@,CHI,1,1,Thu,W 10-3,,15,46,3.07,0
1431,JAC,2019,2019-10-27,1:00,1:00,,NYJ,8,8,Sun,W 29-15,,14,46,3.29,0
1432,MIN,2017,2017-12-17,1:00,3:00,,CIN,15,14,Sun,W 34-7,,20,46,2.30,1
1433,NO,2019,2019-12-16,8:15,7:15,,IND,15,14,Mon,W 34-7,,17,46,2.71,1
1434,NE,2018,2018-10-29,8:15,8:15,@,BUF,8,8,Mon,W 25-6,,19,46,2.42,0
1435,NYG,2017,2017-10-15,8:30,6:30,@,DEN,6,6,Sun,W 23-10,,17,46,2.71,0
1436,SEA,2017,2017-10-22,4:25,4:25,@,NYG,7,6,Sun,W 24-7,,17,46,2.71,0
1437,CIN,2017,2017-10-01,1:00,1:00,@,CLE,4,4,Sun,W 31-7,,17,45,2.65,1
1438,DET,2017,2017-09-10,1:00,1:00,,ARI,1,1,Sun,W 35-23,,18,45,2.50,1
1439,MIN,2017,2017-11-19,1:00,3:00,,LA,11,10,Sun,W 24-7,,17,45,2.65,1
1440,NO,2019,2019-09-29,8:20,7:20,,DAL,4,4,Sun,W 12-10,,20,45,2.25,1
1441,BAL,2017,2017-10-26,8:25,8:25,,MIA,8,8,Thu,W 40-0,,19,45,2.37,0
1442,LAC,2019,2019-11-03,4:25,1:25,,GB,9,9,Sun,W 26-11,,11,45,4.09,0
1443,TB,2019,2019-12-15,1:00,1:00,@,DET,15,14,Sun,W 38-17,,18,45,2.50,2
1444,MIA,2017,2017-09-17,4:05,1:05,@,LAC,2,1,Sun,W 19-17,,14,44,3.14,1
1445,NYJ,2019,2019-12-01,1:00,1:00,@,CIN,13,12,Sun,L 6-22,,25,44,1.76,1
1446,ATL,2017,2017-10-29,1:00,1:00,@,NYJ,8,7,Sun,W 25-20,,22,43,1.95,0
1447,ARI,2017,2017-12-24,4:25,2:25,,NYG,16,15,Sun,W 23-0,,20,43,2.15,0
1448,DET,2017,2017-12-16,4:30,4:30,,CHI,15,14,Sat,W 20-10,,15,43,2.87,0
1449,PHI,2018,2018-09-16,1:00,1:00,@,TB,2,2,Sun,L 21-27,,23,43,1.87,0
1450,TB,2018,2018-09-09,1:00,12:00,@,NO,1,1,Sun,W 48-40,,13,43,3.31,2
1451,CAR,2019,2019-10-13,9:30,2:30,@,TB,6,6,Sun,W 37-26,,14,42,3.00,2
1452,MIA,2018,2018-09-16,1:00,1:00,@,NYJ,2,2,Sun,W 20-12,,19,42,2.21,0
1453,NE,2019,2019-09-15,1:00,1:00,@,MIA,2,2,Sun,W 43-0,,15,42,2.80,0
1454,OAK,2019,2019-10-06,1:00,6:00,,CHI,5,5,Sun,W 24-21,,17,42,2.47,1
1455,LA,2019,2019-11-10,4:25,4:25,@,PIT,10,9,Sun,L 12-17,,27,42,1.56,0
1456,HOU,2018,2018-09-30,1:00,1:00,@,IND,4,4,Sun,W 37-34,OT,17,41,2.41,0
1457,JAC,2018,2018-12-02,1:00,1:00,,IND,13,12,Sun,W 6-0,,16,41,2.56,0
1458,NO,2019,2019-12-29,1:00,1:00,@,CAR,17,16,Sun,W 42-10,,18,41,2.28,1
1459,OAK,2018,2018-09-23,1:00,1:00,@,MIA,3,3,Sun,L 20-28,,14,41,2.93,0
1460,LAC,2018,2018-10-07,4:05,1:05,,OAK,5,5,Sun,W 26-10,,13,41,3.15,0
1461,CHI,2019,2019-09-29,4:25,3:25,,MIN,4,4,Sun,W 16-6,,16,40,2.50,1
1462,DEN,2017,2017-09-17,4:25,2:25,,DAL,2,2,Sun,W 42-17,,14,40,2.86,0
1463,NO,2019,2019-10-27,1:00,12:00,,ARI,8,8,Sun,W 31-9,,11,40,3.64,0
1464,NE,2017,2017-12-31,1:00,1:00,,NYJ,17,16,Sun,W 26-6,,19,40,2.11,0
1465,TEN,2018,2018-11-11,1:00,12:00,,NE,10,9,Sun,W 34-10,,19,40,2.11,1
1466,OAK,2018,2018-12-09,4:25,1:25,,PIT,14,13,Sun,W 24-21,,19,40,2.11,1
1467,DEN,2019,2019-10-13,4:25,2:25,,TEN,6,6,Sun,W 16-0,,21,39,1.86,0
1468,NO,2018,2018-10-08,8:15,7:15,,WAS,5,5,Mon,W 43-19,,18,39,2.17,2
1469,NYJ,2018,2018-09-10,7:10,7:10,@,DET,1,1,Mon,W 48-17,,15,39,2.60,0
1470,TEN,2019,2019-10-20,4:05,3:05,,LAC,7,7,Sun,W 23-20,,21,39,1.86,0
1471,LAC,2019,2019-09-22,4:25,1:25,,HOU,3,3,Sun,L 20-27,,19,39,2.05,1
1472,TB,2019,2019-09-12,8:20,8:20,@,CAR,2,2,Thu,W 20-14,,19,39,2.05,0
1473,BUF,2017,2017-09-10,1:00,1:00,,NYJ,1,1,Sun,W 21-12,,15,38,2.53,1
1474,DET,2018,2018-11-22,12:30,12:30,,CHI,12,11,Thu,L 16-23,,15,38,2.53,0
1475,LA,2019,2019-10-20,1:00,1:00,@,ATL,7,7,Sun,W 37-10,,15,38,2.53,0
1476,DEN,2019,2019-11-17,1:00,3:00,@,MIN,11,10,Sun,L 23-27,,18,37,2.06,1
1477,WAS,2018,2018-10-28,1:00,1:00,@,NYG,8,7,Sun,W 20-13,,14,37,2.64,0
1478,CHI,2019,2019-10-27,1:00,12:00,,LAC,8,7,Sun,L 16-17,,12,36,3.00,1
1479,IND,2019,2019-10-06,8:20,7:20,@,KC,5,5,Sun,W 19-13,,14,36,2.57,0
1480,NO,2019,2019-11-17,1:00,1:00,@,TB,11,10,Sun,W 34-17,,8,36,4.50,0
1481,NE,2019,2019-09-22,1:00,1:00,,NYJ,3,3,Sun,W 30-14,,20,36,1.80,0
1482,CLE,2017,2017-09-10,1:00,1:00,,PIT,1,1,Sun,L 18-21,,17,35,2.06,0
1483,DAL,2017,2017-09-10,8:30,7:30,,NYG,1,1,Sun,W 19-3,,12,35,2.92,0
1484,DAL,2018,2018-09-16,8:20,7:20,,NYG,2,2,Sun,W 20-13,,17,35,2.06,0
1485,DEN,2019,2019-10-06,4:05,1:05,@,LAC,5,5,Sun,W 20-13,,16,35,2.19,0
1486,PHI,2017,2017-11-05,1:00,1:00,,DEN,9,9,Sun,W 51-23,,19,35,1.84,0
1487,CLE,2017,2017-10-08,1:00,1:00,,NYJ,5,5,Sun,L 14-17,,18,34,1.89,0
1488,ARI,2019,2019-11-17,4:05,1:05,@,SF,11,11,Sun,L 26-36,,19,34,1.79,0
1489,DAL,2018,2018-12-09,4:25,3:25,,PHI,14,13,Sun,W 29-23,OT,14,34,2.43,0
1490,JAC,2018,2018-09-30,1:00,1:00,,NYJ,4,4,Sun,W 31-12,,14,34,2.43,0
1491,BAL,2018,2018-12-02,1:00,1:00,@,ATL,13,12,Sun,W 26-16,,15,34,2.27,0
1492,SEA,2017,2017-11-09,8:25,6:25,@,ARI,10,9,Thu,W 22-16,,24,34,1.42,1
1493,SEA,2018,2018-10-28,1:00,1:00,@,DET,8,7,Sun,W 28-14,,13,34,2.62,0
1494,SEA,2019,2019-09-08,4:05,1:05,,CIN,1,1,Sun,W 21-20,,14,34,2.43,0
1495,HOU,2017,2017-10-29,4:05,1:05,@,SEA,8,7,Sun,L 38-41,,21,33,1.57,0
1496,JAC,2019,2019-10-20,1:00,1:00,@,CIN,7,7,Sun,W 27-17,,20,33,1.65,1
1497,KC,2018,2018-09-16,1:00,1:00,@,PIT,2,2,Sun,W 42-37,,13,33,2.54,2
1498,BAL,2019,2019-10-13,1:00,1:00,,CIN,6,6,Sun,W 23-17,,14,33,2.36,1
1499,CLE,2018,2018-12-15,8:20,2:30,@,DEN,15,14,Sat,W 17-16,,20,32,1.60,1
1500,NE,2019,2019-09-08,8:20,8:20,,PIT,1,1,Sun,W 33-3,,13,32,2.46,0
1501,PIT,2019,2019-10-13,8:20,5:20,@,LAC,6,6,Sun,W 24-17,,14,32,2.29,0
1502,WAS,2017,2017-09-24,8:30,8:30,,OAK,3,3,Sun,W 27-10,,13,32,2.46,0
1503,ARI,2017,2017-12-17,1:00,1:00,@,WAS,15,14,Sun,L 15-20,,20,31,1.55,0
1504,HOU,2018,2018-12-02,1:00,12:00,,CLE,13,12,Sun,W 29-13,,9,31,3.44,1
1505,PHI,2017,2017-10-08,1:00,1:00,,ARI,5,5,Sun,W 34-7,,14,31,2.21,0
1506,OAK,2019,2019-09-15,4:05,1:05,,KC,2,2,Sun,L 10-28,,22,31,1.41,0
1507,HOU,2018,2018-12-30,1:00,12:00,,JAC,17,16,Sun,W 20-3,,16,30,1.88,0
1508,MIN,2017,2017-12-31,1:00,3:00,,CHI,17,16,Sun,W 23-10,,15,30,2.00,0
1509,NYJ,2017,2017-09-24,1:00,1:00,,MIA,3,3,Sun,W 20-6,,15,30,2.00,0
1510,IND,2019,2019-11-17,1:00,1:00,,JAC,11,10,Sun,W 33-13,,9,29,3.22,0
1511,JAC,2017,2017-11-05,1:00,1:00,,CIN,9,8,Sun,W 23-7,,17,29,1.71,1
1512,DET,2017,2017-10-08,1:00,1:00,,CAR,5,5,Sun,L 24-27,,28,28,1.00,0
1513,PHI,2019,2019-09-08,1:00,1:00,,WAS,1,1,Sun,W 32-27,,13,28,2.15,0
1514,PIT,2017,2017-10-15,4:25,3:25,@,KC,6,6,Sun,W 19-13,,15,28,1.87,0
1515,TB,2019,2019-09-29,4:05,1:05,@,LA,4,4,Sun,W 55-40,,11,28,2.55,2
1516,JAC,2018,2018-11-18,1:00,1:00,,PIT,11,10,Sun,L 16-20,,11,26,2.36,1
1517,MIN,2017,2017-09-24,1:00,3:00,,TB,3,3,Sun,W 34-17,,9,26,2.89,0
1518,NO,2018,2018-11-22,8:20,7:20,,ATL,12,11,Thu,W 31-17,,16,26,1.63,0
1519,MIA,2017,2017-12-11,8:30,8:30,,NE,14,13,Mon,W 27-20,,10,25,2.50,1
1520,LA,2017,2017-10-22,1:00,6:00,,ARI,7,7,Sun,W 33-0,,12,25,2.08,0
1521,SF,2019,2019-09-15,1:00,1:00,@,CIN,2,2,Sun,W 41-17,,19,25,1.32,0
1522,DEN,2017,2017-10-01,4:25,2:25,,OAK,4,4,Sun,W 16-10,,15,24,1.60,0
1523,BUF,2019,2019-11-17,1:00,1:00,@,MIA,11,10,Sun,W 37-20,,13,23,1.77,2
1524,NYJ,2019,2019-11-10,1:00,1:00,,NYG,10,9,Sun,W 34-27,,17,23,1.35,0
1525,CHI,2018,2018-11-18,8:20,12:00,,MIN,11,10,Sun,W 25-20,,14,22,1.57,0
1526,DAL,2019,2019-12-15,4:25,3:25,,LA,15,14,Sun,W 44-21,,14,22,1.57,1
1527,BAL,2019,2019-11-25,8:15,5:15,@,LA,12,11,Mon,W 45-6,,9,22,2.44,0
1528,PHI,2018,2018-12-30,4:25,1:00,@,WAS,17,16,Sun,W 24-0,,12,21,1.75,0
