Rk,team,year,Date,Time,LTime,away,Opp,week,G#,Day,Result,OT,Att,Yds,Y/A,TD
515,WAS,2017,2017-10-23,8:30,8:30,@,PHI,7,6,Mon,L 24-34,,33,127,3.85,0
516,CIN,2018,2018-10-28,1:00,1:00,,TB,8,8,Sun,W 37-34,,27,126,4.67,1
517,JAC,2018,2018-10-07,1:00,12:00,@,KC,5,5,Sun,L 14-30,,30,126,4.20,2
518,JAC,2019,2019-09-15,1:00,12:00,@,HOU,2,2,Sun,L 12-13,,30,126,4.20,1
519,MIA,2017,2017-12-31,4:25,1:00,,BUF,17,16,Sun,L 16-22,,32,126,3.94,1
520,MIA,2018,2018-12-23,1:00,1:00,,JAC,16,15,Sun,L 7-17,,32,126,3.94,1
521,NYJ,2018,2018-09-30,1:00,1:00,@,JAC,4,4,Sun,L 12-31,,34,126,3.71,1
522,PHI,2018,2018-11-25,1:00,1:00,,NYG,12,11,Sun,W 25-22,,18,126,7.00,1
523,OAK,2017,2017-09-17,4:05,1:05,,NYJ,2,2,Sun,W 45-20,,25,126,5.04,0
524,OAK,2017,2017-12-17,8:30,5:30,,DAL,15,14,Sun,L 17-20,,31,126,4.06,2
525,SF,2017,2017-09-21,8:25,5:25,,LA,3,3,Thu,L 39-41,,32,126,3.94,2
526,SF,2018,2018-09-30,4:25,1:25,@,LAC,4,4,Sun,L 27-29,,27,126,4.67,0
527,ATL,2017,2017-09-10,1:00,12:00,@,CHI,1,1,Sun,W 23-17,,19,125,6.58,1
528,CHI,2017,2017-10-15,1:00,1:00,@,BAL,6,6,Sun,W 27-24,OT,26,125,4.81,0
